timestamp,ticker,mentions,sentiment_score,hype_score,rank
2025-07-25T10:39:10.722195,BTC,38,0.1821703111755484,1.2382823281838995,2
2025-07-25T10:39:10.722358,XRP,24,-0.20945783635509965,0.5258242799781582,3
2025-07-25T10:39:10.722333,LINK,7,-0.016077736732675263,0.4786040982430201,4
2025-07-25T10:39:10.722123,CHEAP,2,0.9071796338672768,0.3514404030104573,5
2025-07-25T10:39:10.722041,TAILS,2,0.5813424744897959,0.3459605863001472,6
2025-07-25T10:39:10.722265,IOVA,1,0.9414915966386554,0.33278193805069967,7
2025-07-25T10:39:10.722059,THAT,9,0.009106979343585536,0.26502911646239813,8
2025-07-25T10:39:10.722131,CROX,2,0.6714249332769601,0.26393617070356257,9
2025-07-25T10:39:10.722388,SOL,10,-0.10304090786135923,0.2562828056263774,10
2025-07-25T10:41:58.594497,ETH,30,0.19237057220227455,1.3660655158762371,1
2025-07-25T10:41:58.594359,BTC,37,0.16725176657596502,1.2539963943199095,2
2025-07-25T10:41:58.594540,XRP,23,-0.21588890892767984,0.5384760190763325,3
2025-07-25T10:41:58.594517,LINK,7,-0.016077736732675263,0.4901305025086757,4
2025-07-25T10:41:58.594446,IOVA,1,0.9414915966386554,0.33271197127103386,5
2025-07-25T10:41:58.594314,CROX,2,0.6714249332769601,0.26512122679229294,6
2025-07-25T10:41:58.594733,HAUL,1,0.9454186602870813,0.25070909712413864,7
2025-07-25T10:41:58.594321,WITH,2,0.6000087877693511,0.23569333214878788,8
2025-07-25T10:41:58.594705,SOL,9,-0.1283594522203891,0.2175709744028779,9
2025-07-25T10:41:58.594275,INTO,2,0.5066666666666667,0.2058307982170155,10
2025-07-25T10:53:48.003235,ETH,28,0.23939305850332404,1.351871579766083,1
2025-07-25T10:53:48.003138,BTC,36,0.16820063646002842,1.1482525679305662,2
2025-07-25T10:53:48.003273,XRP,24,-0.20945783635509965,0.5064850019624633,3
2025-07-25T10:53:48.003254,LINK,7,-0.016077736732675263,0.42765781070739506,4
2025-07-25T10:53:48.003094,CROX,2,0.6714249332769601,0.25531447481926506,5
2025-07-25T10:53:48.003085,CROCS,2,0.4106524801169908,0.17462686826728688,6
2025-07-25T10:53:48.003100,VT,2,0.3296951219512195,0.15640552506458072,7
2025-07-25T10:53:48.003355,POST,2,0.46882936507936507,0.13265550235486437,8
2025-07-25T10:53:48.003110,BUY,2,0.2850169376693767,0.1272721434507089,9
2025-07-25T10:53:48.003288,SOL,7,-0.14224303945371905,0.12422346958792835,10
2025-07-25T10:56:23.535135,ETH,28,0.29046357879221885,1.3703746223574957,1
2025-07-25T10:56:23.535037,BTC,37,0.18347564921003873,1.175071996999472,2
2025-07-25T10:56:23.535160,XRP,24,-0.20945783635509965,0.5026833236581943,3
2025-07-25T10:56:23.535110,LINK,7,-0.016077736732675263,0.44692554081491154,4
2025-07-25T10:56:23.535000,CROX,2,0.6714249332769601,0.2542045015459856,5
2025-07-25T10:56:23.535006,CROCS,2,0.4106524801169908,0.17358459219948055,6
2025-07-25T10:56:23.535061,VT,2,0.3296951219512195,0.155456365760417,7
2025-07-25T10:56:23.535253,POST,2,0.46882936507936507,0.13258932812705376,8
2025-07-25T10:56:23.535054,BUY,2,0.2850169376693767,0.12642382606019298,9
2025-07-25T10:56:23.535259,ETF,2,0.5034923445535296,0.1082193061648992,10
2025-07-25T10:59:08.219648,ETH,28,0.1866911783963663,1.339672527701068,1
2025-07-25T10:59:08.219556,BTC,37,0.18347564921003873,1.1346638948268322,2
2025-07-25T10:59:08.219675,XRP,24,-0.20945783635509965,0.49785122954835814,3
2025-07-25T10:59:08.219624,LINK,7,-0.016077736732675263,0.4096761741227524,4
2025-07-25T10:59:08.219514,CROX,2,0.6714249332769601,0.25347580700194955,5
2025-07-25T10:59:08.219506,CROCS,2,0.4106524801169908,0.1729299140255076,6
2025-07-25T10:59:08.219573,VT,2,0.3296951219512195,0.15513237446671024,7
2025-07-25T10:59:08.219767,POST,2,0.46882936507936507,0.13253956687569468,8
2025-07-25T10:59:08.219520,BUY,2,0.2850169376693767,0.12614406756403043,9
2025-07-25T10:59:08.219777,ETF,2,0.5034923445535296,0.10858517610260233,10
2025-07-25T11:02:31.445071,ETH,27,0.19365119895666666,1.293100045368287,1
2025-07-25T11:02:31.444981,BTC,39,0.17849743849383903,1.2087562466972872,2
2025-07-25T11:02:31.445099,XRP,24,-0.20945783635509965,0.49109639127561566,3
2025-07-25T11:02:31.445044,LINK,5,0.005190001816750441,0.47893712964785445,4
2025-07-25T11:02:31.444921,CROX,2,0.6714249332769601,0.25384452852507816,5
2025-07-25T11:04:46.531009,ETH,30,0.24017503593858605,1.3617419851428278,1
2025-07-25T11:04:46.530911,BTC,37,0.18347564921003873,1.1205183785204766,2
2025-07-25T11:04:46.531037,XRP,23,-0.21588890892767984,0.47461606759770153,3
2025-07-25T11:04:46.530983,LINK,5,0.005190001816750441,0.4590884607104627,4
2025-07-25T11:04:46.530871,CROX,2,0.6714249332769601,0.25225637387543476,5
2025-07-25T11:08:02.924519,ETH,29,0.28763946527493955,1.3552597699545597,1
2025-07-25T11:08:02.924347,BTC,38,0.18093185107301213,1.1762504458127772,2
2025-07-25T11:08:02.924545,XRP,24,-0.20945783635509965,0.49182382234254773,3
2025-07-25T11:08:02.924415,LINK,5,0.005190001816750441,0.4720550894868258,4
2025-07-25T11:08:02.924298,CROX,2,0.6714249332769601,0.25234339031945674,5
2025-07-25T11:12:55.404676,ETH,29,0.2689063252231233,1.3587022604783883,1
2025-07-25T11:12:55.404579,BTC,37,0.18347564921003873,1.1524092275689082,2
2025-07-25T11:12:55.404652,LINK,5,0.005190001816750441,0.49080833842450283,3
2025-07-25T11:12:55.404704,XRP,23,-0.21588890892767984,0.48379423246715,4
2025-07-25T11:12:55.404536,CROX,2,0.6714249332769601,0.25249257477298404,5
2025-07-25T11:24:03.597743,ETH,30,0.26776979881314256,1.354947972365605,1
2025-07-25T11:24:03.597629,BTC,37,0.18347564921003873,1.1266220853907036,2
2025-07-25T11:24:03.597770,XRP,23,-0.21588890892767984,0.48547857325615945,3
2025-07-25T11:24:03.597718,LINK,5,0.005190001816750441,0.4760126029380488,4
2025-07-25T11:24:03.597582,CROX,2,0.6714249332769601,0.25757190053317075,5
2025-07-25T11:24:03.597588,CROCS,2,0.4106524801169908,0.17774759279901933,6
2025-07-25T11:24:03.597645,VT,2,0.3296951219512195,0.16124498143759608,7
2025-07-25T11:24:03.597558,GAME,2,0.013690068493150694,0.15546576074196033,8
2025-07-25T11:24:03.597870,POST,2,0.46882936507936507,0.1384992497763722,9
2025-07-25T11:24:03.597792,SOL,7,-0.14224303945371905,0.13260455822348263,10
2025-07-25T11:24:46.826749,ETH,29,0.26955298103704184,1.345518952802631,1
2025-07-25T11:24:46.826649,BTC,37,0.16689132479496838,1.1466225395392806,2
2025-07-25T11:24:46.826727,LINK,5,0.005190001816750441,0.504518871325605,3
2025-07-25T11:24:46.826775,XRP,24,-0.20945783635509965,0.49511429993258627,4
2025-07-25T11:24:46.826602,CROX,2,0.6714249332769601,0.2584077352360171,5
2025-07-25T11:24:46.826608,CROCS,2,0.4106524801169908,0.1786081491044285,6
2025-07-25T11:24:46.826566,GAME,2,0.013690068493150694,0.1764676982935906,7
2025-07-25T11:24:46.826663,VT,2,0.3296951219512195,0.16150136813183977,8
2025-07-25T11:24:46.826886,POST,2,0.46882936507936507,0.13852830808106623,9
2025-07-25T11:24:46.826614,BUY,2,0.2850169376693767,0.13206152105986407,10
2025-07-25T12:25:33.365295,BTC,35,0.1711448071562232,1.3741684270711818,1
2025-07-25T12:25:33.365351,ETH,26,0.2326737758103542,0.9620145698896388,2
2025-07-25T12:25:33.365326,LINK,7,0.003987212095520703,0.6891679232189459,3
2025-07-25T12:25:33.365375,XRP,24,-0.20945783635509965,0.3957836557010264,4
2025-07-25T12:25:33.365391,SOL,8,-0.1099798289476355,-0.0005944157412886733,5
2025-07-25T12:28:57.455798,BTC,35,0.1711448071562232,1.3921029842573986,1
2025-07-25T12:28:57.455890,ETH,27,0.2666283017825701,1.052382285789189,2
2025-07-25T12:28:57.455866,LINK,7,0.003987212095520703,0.8990162949792159,3
2025-07-25T12:28:57.455678,INTC,4,0.2297039695945946,0.5599219673708355,4
2025-07-25T12:28:57.455917,XRP,24,-0.20945783635509965,0.4967697515760861,5
2025-07-25T13:22:28.161414,BTC,35,0.16668152753544296,1.531129204349586,1
2025-07-25T13:22:28.161462,ETH,24,0.25014613889342563,0.8502638339075608,2
2025-07-25T13:22:28.161441,LINK,7,0.003987212095520703,0.4486960125142602,3
2025-07-25T13:22:28.161480,XRP,17,-0.2846293700402599,0.23495440056954223,4
2025-07-25T13:22:28.161491,SOL,6,-0.10487057583834383,-0.024050849226730828,5
2025-07-25T13:41:08.881988,BTC,34,0.15988186040714206,1.5154795481871486,1
2025-07-25T13:41:08.881867,DYING,2,1.1818181818181817,0.8583544266510686,2
2025-07-25T13:41:08.882080,ETH,23,0.25858655273973696,0.8412875281776838,3
2025-07-25T13:41:08.881839,DNUT,2,0.5735487616099071,0.7673467774014029,4
2025-07-25T13:41:08.882060,LINK,7,0.003987212095520703,0.6439811409839898,5
2025-07-25T13:44:38.693823,BTC,34,0.15988186040714206,1.49801578744138,1
2025-07-25T13:44:38.693860,ETH,22,0.24441659428689994,0.8153630982610762,2
2025-07-25T13:44:38.693843,LINK,7,0.003987212095520703,0.5452519270928152,3
2025-07-25T13:44:38.693770,POST,4,0.6427580061264271,0.42249605503987203,4
2025-07-25T13:44:38.693881,XRP,16,-0.32917632507336214,0.2340228819721494,5
2025-07-25T13:44:38.693905,RTA,4,0.3700663129973475,0.07399706434232531,6
2025-07-25T13:44:38.693893,SOL,6,-0.14154498458137996,0.03851792035204502,7
2025-07-25T13:44:38.693913,IN,4,0.07742040487692664,0.015929166904073793,8
2025-07-25T13:44:38.693794,RDDT,3,-0.72,-0.17935810449372452,9
2025-07-25T13:44:38.693786,OSCR,3,-1.7375238095238095,-0.634461451842416,10
2025-07-25T13:47:18.093378,BTC,36,0.16542872815663218,1.4935289616327108,1
2025-07-25T13:47:18.093248,DYING,2,1.1818181818181817,0.8506074396321479,2
2025-07-25T13:47:18.093468,ETH,24,0.27143378804246104,0.8240528248761282,3
2025-07-25T13:47:18.093220,DNUT,2,0.5735487616099071,0.7655075581903144,4
2025-07-25T13:47:18.093443,LINK,7,0.003987212095520703,0.6204333499546538,5
2025-07-25T13:47:18.093284,POST,4,0.6427580061264271,0.4965622104809999,6
2025-07-25T13:47:18.093292,IF,2,0.44423250251130086,0.4620423031670063,7
2025-07-25T13:47:18.093494,XRP,16,-0.32917632507336214,0.2712572325084134,8
2025-07-25T13:47:18.093479,PUMP,2,0.003749999999999999,0.2478563888548479,9
2025-07-25T13:47:18.093338,CROX,1,0.6714249332769601,0.21758808540480803,10
2025-07-25T13:50:02.936908,BTC,36,0.16542872815663218,1.4746780933543464,1
2025-07-25T13:50:02.936792,DYING,2,1.1818181818181817,0.8674476715998666,2
2025-07-25T13:50:02.936769,DNUT,2,0.5735487616099071,0.7689787288087108,3
2025-07-25T13:50:02.937027,ETH,22,0.21323505129365883,0.7590049263190424,4
2025-07-25T13:50:02.936982,LINK,7,0.003987212095520703,0.6133139047479346,5
2025-07-25T13:53:08.920577,BTC,35,0.16668152753544296,1.508237607950569,1
2025-07-25T13:53:08.920469,DYING,2,1.1818181818181817,0.8846833043341722,2
2025-07-25T13:53:08.920447,DNUT,2,0.5735487616099071,0.7709372731500489,3
2025-07-25T13:53:08.920697,ETH,20,0.1232834399504115,0.6567774294958528,4
2025-07-25T13:53:08.920654,LINK,7,0.003987212095520703,0.6262717771832834,5
2025-07-25T15:46:54.295365,BTC,26,0.18198664754760246,1.7945549428454346,1
2025-07-25T15:46:54.295464,ETH,20,0.13586041988336875,1.462349776257371,2
2025-07-25T15:46:54.295222,DYING,2,1.1818181818181817,0.9512512286678183,3
2025-07-25T15:46:54.295184,DNUT,2,0.5735487616099071,0.6947955168496537,4
2025-07-25T15:46:54.295552,GAME,2,0.7149529569892472,0.6754121135429609,5
2025-07-25T15:46:54.295425,LINK,7,0.003987212095520703,0.5745710762491921,6
2025-07-25T15:46:54.295240,POST,4,0.6427580061264271,0.4595755172529674,7
2025-07-25T15:46:54.295249,IF,2,0.44423250251130086,0.3986230535263867,8
2025-07-25T15:46:54.295407,FAIR,2,0.24187499999999995,0.3299527229009537,9
2025-07-25T15:46:54.295444,XRP,15,-0.34547862517050903,0.3172533110517464,10
2025-07-25T15:53:33.099220,BTC,26,0.18198664754760246,1.7515890633058202,1
2025-07-25T15:53:33.099319,ETH,20,0.10526526560354899,1.4547275055111113,2
2025-07-25T15:53:33.099093,DYING,2,1.1818181818181817,0.9464015188385279,3
2025-07-25T15:53:33.099101,BUY,3,0.6902670344560587,0.7284927272040297,4
2025-07-25T15:53:33.099071,DNUT,2,0.5735487616099071,0.6939627546826631,5
2025-07-25T15:53:33.099401,GAME,2,0.7149529569892472,0.6707630988742014,6
2025-07-25T15:53:33.099284,LINK,7,0.003987212095520703,0.5001929474435529,7
2025-07-25T15:53:33.099121,POST,4,0.6427580061264271,0.4508690447306171,8
2025-07-25T15:53:33.099128,IF,2,0.44423250251130086,0.3960848993084652,9
2025-07-25T15:53:33.099268,FAIR,2,0.24187499999999995,0.328354364230414,10
2025-07-28T09:22:19.175903,ETH,32,0.4833998299387048,1.631636803058889,1
2025-07-28T09:22:19.175947,BNB,16,0.26126971699039864,0.700891458546267,2
2025-07-28T09:22:19.175703,IN,2,0.787194120212874,0.5628608740341093,3
2025-07-28T09:22:19.175797,DYING,2,1.1818181818181817,0.33314665763792756,4
2025-07-28T09:22:19.175816,UNH,1,1.2063157894736842,0.3279731417251847,5
2025-07-28T09:22:19.175970,AN,4,0.3678799697187003,0.3236902176958985,6
2025-07-28T09:22:19.175717,DD,2,0.9210714285714285,0.2734817569946242,7
2025-07-28T09:22:19.175929,BTC,8,0.40080688357701316,0.2313140224143884,8
2025-07-28T09:22:19.175778,DNUT,2,0.5735487616099071,0.2120573509943309,9
2025-07-28T09:22:19.176108,GAME,2,0.7149529569892472,0.20608851116257834,10
2025-07-28T09:30:59.434307,AT,5,-0.08726437378173943,0.5998428115057214,1
2025-07-28T09:30:59.434205,DOT,2,0.23636393659180976,0.5122535546152746,2
2025-07-28T09:30:59.434218,GOOGL,2,0.2102607874618852,0.4540551740380522,3
2025-07-28T09:30:59.434336,UNH,1,1.2063157894736842,0.42325220529595864,4
2025-07-28T09:30:59.434556,NICE,2,0.5716300940438871,0.39361632489894277,5
2025-07-28T09:30:59.434296,DNUT,2,0.5735487616099071,0.354547260622634,6
2025-07-28T09:30:59.434561,GAME,2,0.7149529569892472,0.33235190443487816,7
2025-07-28T09:30:59.434413,VISAS,2,0.219375,0.31313378128225444,8
2025-07-28T09:30:59.434496,AS,2,0.036231891188160545,0.3115336203902781,9
2025-07-28T09:30:59.434420,MOONS,2,0.043087119109808135,0.3042633416161279,10
2025-07-28T09:34:40.893751,GOOGL,2,0.2102607874618852,0.4668557204483816,1
2025-07-28T09:34:40.893870,UNH,1,1.2063157894736842,0.42329452521280236,2
2025-07-28T09:34:40.893844,DNUT,2,0.5735487616099071,0.3644080417695001,3
2025-07-28T09:34:40.894090,GAME,2,0.7149529569892472,0.34287385781054874,4
2025-07-28T09:34:40.893997,RTA,4,0.3700663129973475,0.3248681561077668,5
2025-07-28T09:34:40.894028,RATES,2,-0.05828668772747719,0.30575492251304326,6
2025-07-28T09:34:40.893891,POST,2,0.7292105263157894,0.3037977902860501,7
2025-07-28T09:34:40.893851,BUY,2,0.8666666666666666,0.2743461137978145,8
2025-07-28T09:34:40.893967,LINK,3,0.11571551312649166,0.2567976391057729,9
2025-07-28T09:34:40.893934,BY,1,0.5569962686567164,0.2482153824306983,10
2025-07-28T09:37:49.757091,GOOGL,2,0.2102607874618852,0.6781265752092084,1
2025-07-28T09:37:49.757187,DNUT,2,0.5735487616099071,0.5330878978031344,2
2025-07-28T09:37:49.757462,GAME,2,0.7149529569892472,0.522634182355948,3
2025-07-28T09:37:49.757203,UNH,1,1.2063157894736842,0.5181100943021639,4
2025-07-28T09:37:49.757355,LESS,2,-0.35921248568155784,0.49662411086233565,5
2025-07-28T09:37:49.757110,TECH,2,0.0,0.4823519095473804,6
2025-07-28T09:37:49.757126,KSS,2,-0.005624999999999999,0.415560368791464,7
2025-07-28T09:37:49.757141,LYC,2,0.07453443258971872,0.4145458701406697,8
2025-07-28T09:37:49.757133,BEACH,2,0.17904206670312206,0.39738465613440194,9
2025-07-28T09:37:49.757163,RANGE,2,0.11959503656103695,0.3895405039227379,10
2025-07-28T09:43:13.050672,GOOGL,2,0.2102607874618852,0.6774331188910999,1
2025-07-28T09:43:13.050732,DNUT,2,0.5735487616099071,0.5327856453038963,2
2025-07-28T09:43:13.050907,GAME,2,0.7149529569892472,0.5226243913911828,3
2025-07-28T09:43:13.050746,UNH,1,1.2063157894736842,0.5180934181466322,4
2025-07-28T09:43:13.050694,KSS,2,-0.005624999999999999,0.4152189198045042,5
2025-07-28T09:43:13.050708,MP,2,0.11254840933981677,0.38730637569872955,6
2025-07-28T09:43:13.050701,UUUU,2,0.14216464092305203,0.386224675589686,7
2025-07-28T09:43:13.050764,IF,2,0.44423250251130086,0.3709616563415032,8
2025-07-28T09:43:13.050725,PLTR,2,-0.1557207992594612,0.37085962078681267,9
2025-07-28T09:43:13.050718,CULT,2,0.075,0.3664536995180668,10
2025-07-29T11:23:18.277419,RKT,2,1.2149999999999999,1.4770771221848242,1
2025-07-29T11:23:18.277407,TO,6,0.018893395196474816,0.7989828239627761,2
2025-07-29T11:23:18.277610,STUFF,3,0.017595542593625425,0.672089712286755,3
2025-07-29T11:23:18.277361,COVID,2,1.2774999999999999,0.6522432789694705,4
2025-07-29T11:23:18.277391,PLTR,4,0.21880876068376062,0.6424274325399092,5
2025-07-29T11:23:18.277633,XRP,8,-0.29326753985420173,0.6311741472868152,6
2025-07-29T11:23:18.277451,OF,8,0.33832654616649455,0.598795434998564,7
2025-07-29T11:23:18.277573,QQQ,2,1.3203603603603602,0.5037191654846489,8
2025-07-29T11:23:18.277713,MDGL,4,0.7671888653981677,0.4992635477525181,9
2025-07-29T11:23:18.277343,SPOT,2,-0.5987500000000001,0.4689464120821849,10
2025-07-29T11:28:04.713669,RKT,2,1.2149999999999999,1.4699991368241658,1
2025-07-29T11:28:04.713678,PLTR,4,0.21880876068376062,0.6372669183942871,2
2025-07-29T11:28:04.713851,XRP,8,-0.29326753985420173,0.6235521300118836,3
2025-07-29T11:28:04.713787,QQQ,2,1.3203603603603602,0.4981547420260505,4
2025-07-29T11:28:04.713918,MDGL,4,0.7671888653981677,0.49532919951090415,5
2025-07-29T11:28:04.713639,SPOT,2,-0.5987500000000001,0.46981711059010306,6
2025-07-29T11:28:04.713653,AMD,2,0.09090909090909091,0.45491910291883675,7
2025-07-29T11:28:04.713694,GLXY,2,0.0,0.443449646031776,8
2025-07-29T11:28:04.713661,CLOV,2,0.06090909090909091,0.44218156064378605,9
2025-07-29T11:28:04.713909,ABOUT,2,0.21250848896434638,0.44153332023875436,10
2025-07-29T17:44:45.859559,IT,5,0.19979751209258628,1.313707626261523,1
2025-07-29T17:44:45.859527,RIVN,2,0.9116363636363636,0.8952153821640771,2
2025-07-29T17:44:45.859462,GLXY,4,0.16799999999999998,0.7044141357904437,3
2025-07-29T17:44:45.859436,SOFI,2,0.0,0.6644679234617838,4
2025-07-29T17:44:45.859509,PLTR,4,0.21880876068376062,0.4900990297359287,5
2025-07-29T17:44:45.859495,ON,3,0.15682920427207966,0.4687406162581151,6
2025-07-29T17:44:45.859744,MDGL,4,0.7671888653981677,0.44060924608932356,7
2025-07-29T17:44:45.859522,LCID,1,0.6799999999999999,0.4127726487723555,8
2025-07-29T17:44:45.859621,QQQ,1,1.3203603603603602,0.4124861746116352,9
2025-07-29T17:44:45.859488,ROAD,2,0.6952403846153845,0.398934507445116,10
2025-07-31T09:52:11.209533,META,8,0.03937499999999999,0.9561510097541067,1
2025-07-31T09:52:11.209653,SHIB,4,0.14283333333333334,0.8823498564683327,2
2025-07-31T09:52:11.209668,DOGE,4,-0.047718421052631584,0.759270584754884,3
2025-07-31T09:52:11.209618,SNAP,4,0.15670675998998046,0.6697895167110044,4
2025-07-31T09:52:11.209515,FUBO,2,0.6499999999999999,0.6682647585171047,5
2025-07-31T09:52:11.209644,XRP,9,-0.04241689928115905,0.5293674063062817,6
2025-07-31T09:52:11.209660,SOL,4,0.262922564510793,0.5243228002465563,7
2025-07-31T09:52:11.209552,MSFT,6,0.0375,0.47969307435255193,8
2025-07-31T09:52:11.209628,IT,4,0.25709600497918855,0.36773549090130647,9
2025-07-31T09:52:11.209706,QQQ,4,0.10124999999999999,0.3371540605138151,10
2025-08-01T10:24:55.004398,FIG,14,0.24572566264495355,2.0760569462883725,1
2025-08-01T10:24:55.004413,RDDT,8,0.5874255485893417,0.5624776692423389,2
2025-08-01T10:24:55.004564,CARDS,2,0.6917798913043478,0.5097649654317337,3
2025-08-01T10:24:55.004535,SOL,12,-0.04671546883282873,0.4581602307058255,4
2025-08-01T10:24:55.004544,LTC,2,1.525,0.4379566627386454,5
2025-08-01T10:24:55.004619,STOCK,2,0.30681818181818177,0.30772013667024883,6
2025-08-01T10:24:55.004610,FIGMA,4,0.2975513833992095,0.29291816510199853,7
2025-08-01T10:24:55.004557,XRP,5,0.047657487204576215,0.2612342356572351,8
2025-08-01T10:24:55.004499,CVNA,1,0.8666666666666667,0.25894172316624237,9
2025-08-01T10:24:55.004374,SPY,6,-0.31865116279069766,0.25553029877799494,10
2025-08-03T11:22:21.781139,USING,2,0.11068181818181819,0.8034930773430041,1
2025-08-03T11:22:21.781083,XRP,5,0.10703621325091825,0.7092528525295917,2
2025-08-03T11:22:21.781074,DOGE,2,0.0074781341107871685,0.6647186938642167,3
2025-08-03T11:22:21.781091,SHIB,2,0.0074781341107871685,0.6647186937159082,4
2025-08-03T11:22:21.781147,AHEAD,2,0.17782123144983378,0.6346473023414962,5
2025-08-03T11:22:21.781067,SOL,4,0.18361806876145004,0.6117979113623345,6
